cell,product_id,n,type_visuel,image_reference,prompt
F24,1005008660249482,3,Détail macro,images/1005008660249482/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008660249482/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F24,1005008660249482,4,Lifestyle contexte,images/1005008660249482/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008660249482/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : carafe filtrante à eau alcaline haut de gamme sur un plan de travail, lumière naturelle, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F24,1005008660249482,5,Infographie bénéfice,images/1005008660249482/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008660249482/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F25,1005007117128363,1,Packshot studio,images/1005007117128363/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007117128363/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F25,1005007117128363,2,Mise en situation,images/1005007117128363/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007117128363/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : bouilloire filtrante compacte transparente sur un plan de travail de cuisine, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F25,1005007117128363,3,Détail macro,images/1005007117128363/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007117128363/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F25,1005007117128363,4,Lifestyle contexte,images/1005007117128363/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007117128363/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : bouilloire filtrante compacte transparente sur un plan de travail de cuisine, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F25,1005007117128363,5,Infographie bénéfice,images/1005007117128363/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007117128363/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F26,1005010536762195,1,Packshot studio,images/1005010536762195/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005010536762195/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F26,1005010536762195,2,Mise en situation,images/1005010536762195/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005010536762195/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : bouilloire filtrante au charbon actif sur une table, cartouche noire visible, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F26,1005010536762195,3,Détail macro,images/1005010536762195/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005010536762195/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F26,1005010536762195,4,Lifestyle contexte,images/1005010536762195/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005010536762195/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : bouilloire filtrante au charbon actif sur une table, cartouche noire visible, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F26,1005010536762195,5,Infographie bénéfice,images/1005010536762195/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005010536762195/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F30,1005006783135107,1,Packshot studio,images/1005006783135107/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005006783135107/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F30,1005006783135107,2,Mise en situation,images/1005006783135107/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005006783135107/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : petit filtre blanc vissé sur un robinet de cuisine chromé, jet d'eau filtrée, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F30,1005006783135107,3,Détail macro,images/1005006783135107/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005006783135107/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F30,1005006783135107,4,Lifestyle contexte,images/1005006783135107/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005006783135107/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : petit filtre blanc vissé sur un robinet de cuisine chromé, jet d'eau filtrée, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F30,1005006783135107,5,Infographie bénéfice,images/1005006783135107/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005006783135107/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F31,1005007344985457,1,Packshot studio,images/1005007344985457/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007344985457/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F31,1005007344985457,2,Mise en situation,images/1005007344985457/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007344985457/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : filtre de robinet à tête rotative orientée à 45°, cuisine moderne, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F31,1005007344985457,3,Détail macro,images/1005007344985457/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007344985457/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F31,1005007344985457,4,Lifestyle contexte,images/1005007344985457/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007344985457/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : filtre de robinet à tête rotative orientée à 45°, cuisine moderne, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F31,1005007344985457,5,Infographie bénéfice,images/1005007344985457/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007344985457/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F32,1005007636231647,1,Packshot studio,images/1005007636231647/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007636231647/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F32,1005007636231647,2,Mise en situation,images/1005007636231647/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007636231647/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : deux cartouches filtrantes de robinet posées à côté de leur tête d'adaptation, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F32,1005007636231647,3,Détail macro,images/1005007636231647/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007636231647/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F32,1005007636231647,4,Lifestyle contexte,images/1005007636231647/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007636231647/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : deux cartouches filtrantes de robinet posées à côté de leur tête d'adaptation, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F32,1005007636231647,5,Infographie bénéfice,images/1005007636231647/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007636231647/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F33,1005005956268410,1,Packshot studio,images/1005005956268410/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005005956268410/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F33,1005005956268410,2,Mise en situation,images/1005005956268410/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005005956268410/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : kit de filtre de robinet avec cartouches coton blanches, monté sur un évier, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F33,1005005956268410,3,Détail macro,images/1005005956268410/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005005956268410/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F33,1005005956268410,4,Lifestyle contexte,images/1005005956268410/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005005956268410/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : kit de filtre de robinet avec cartouches coton blanches, monté sur un évier, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F33,1005005956268410,5,Infographie bénéfice,images/1005005956268410/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005005956268410/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F34,1005007009738834,1,Packshot studio,images/1005007009738834/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007009738834/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F34,1005007009738834,2,Mise en situation,images/1005007009738834/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007009738834/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : aérateur de robinet chromé vissé sur un bec de cuisine, jet aéré, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F34,1005007009738834,3,Détail macro,images/1005007009738834/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007009738834/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F34,1005007009738834,4,Lifestyle contexte,images/1005007009738834/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007009738834/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : aérateur de robinet chromé vissé sur un bec de cuisine, jet aéré, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F34,1005007009738834,5,Infographie bénéfice,images/1005007009738834/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007009738834/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F38,1005009916306044,1,Packshot studio,images/1005009916306044/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005009916306044/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F38,1005009916306044,2,Mise en situation,images/1005009916306044/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005009916306044/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : filtre à eau portable bleu utilisé au bord d'un ruisseau en randonnée, mains tenant le filtre, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F38,1005009916306044,3,Détail macro,images/1005009916306044/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005009916306044/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F38,1005009916306044,4,Lifestyle contexte,images/1005009916306044/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005009916306044/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : filtre à eau portable bleu utilisé au bord d'un ruisseau en randonnée, mains tenant le filtre, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F38,1005009916306044,5,Infographie bénéfice,images/1005009916306044/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005009916306044/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F43,1005007540052398,1,Packshot studio,images/1005007540052398/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007540052398/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F43,1005007540052398,2,Mise en situation,images/1005007540052398/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007540052398/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : petit dispositif anti-tartre inox installé sur un tuyau d'arrivée d'eau sous un évier, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F43,1005007540052398,3,Détail macro,images/1005007540052398/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007540052398/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F43,1005007540052398,4,Lifestyle contexte,images/1005007540052398/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007540052398/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : petit dispositif anti-tartre inox installé sur un tuyau d'arrivée d'eau sous un évier, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F43,1005007540052398,5,Infographie bénéfice,images/1005007540052398/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005007540052398/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F44,1005001541608902,1,Packshot studio,images/1005001541608902/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005001541608902/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F44,1005001541608902,2,Mise en situation,images/1005001541608902/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005001541608902/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : boîtier électronique anti-tartre argenté avec câble USB, fixé sur un tuyau d'eau, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F44,1005001541608902,3,Détail macro,images/1005001541608902/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005001541608902/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F44,1005001541608902,4,Lifestyle contexte,images/1005001541608902/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005001541608902/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : boîtier électronique anti-tartre argenté avec câble USB, fixé sur un tuyau d'eau, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F44,1005001541608902,5,Infographie bénéfice,images/1005001541608902/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005001541608902/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F45,1005008632801588,1,Packshot studio,images/1005008632801588/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008632801588/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F45,1005008632801588,2,Mise en situation,images/1005008632801588/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008632801588/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : petit boîtier électronique anti-tartre argenté sur une canalisation, câble USB visible, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F45,1005008632801588,3,Détail macro,images/1005008632801588/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008632801588/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F45,1005008632801588,4,Lifestyle contexte,images/1005008632801588/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008632801588/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : petit boîtier électronique anti-tartre argenté sur une canalisation, câble USB visible, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F45,1005008632801588,5,Infographie bénéfice,images/1005008632801588/05-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008632801588/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
F46,1005008766211192,1,Packshot studio,images/1005008766211192/01-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008766211192/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F46,1005008766211192,2,Mise en situation,images/1005008766211192/02-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008766211192/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : dispositif anti-tartre magnétique installé sur un tuyau d'arrivée d'eau principale dans un local technique, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F46,1005008766211192,3,Détail macro,images/1005008766211192/03-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008766211192/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
F46,1005008766211192,4,Lifestyle contexte,images/1005008766211192/04-carousel.png,"[IMAGE DE RÉFÉRENCE : images/1005008766211192/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : dispositif anti-tartre magnétique installé sur un tuyau d'arrivée d'eau principale dans un local technique, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
